BUG_ID,REPO_ID,BUG_TYPE,FILE_PATH,LINE_NUMBER,BUG_DESCRIPTION,LHDIFF_LINE_TRACING,START_COMMIT_ID,START_COMMIT_MSG,START_COMMIT_TIMESTAMP,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_0,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,157,  resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 156 is not released after line 157.,157,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_1,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,156,  resource of type `java.lang.Process` acquired to `process` by call to `exec(...)` at line 155 is not released after line 156.,156,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_0,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,157,  resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 168 is not released after line 169.,169,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_1,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,156,  resource of type `java.lang.Process` acquired to `process` by call to `exec(...)` at line 167 is not released after line 168.,168,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_0,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,157,  resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 172 is not released after line 173.,173,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_1,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,156,  resource of type `java.lang.Process` acquired to `process` by call to `exec(...)` at line 171 is not released after line 172.,172,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_2,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,140,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 138 is not released after line 140.,140,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_3,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,144,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 142 is not released after line 144.,144,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_4,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,148,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 146 is not released after line 148.,148,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_5,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,152,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 150 is not released after line 152.,152,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_6,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,156,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 154 is not released after line 156.,156,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_7,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,160,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 158 is not released after line 160.,160,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_2,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,140,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 144 is not released after line 146.,146,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_3,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,144,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 148 is not released after line 150.,150,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_4,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,148,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 152 is not released after line 154.,154,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_5,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,152,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 156 is not released after line 158.,158,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_6,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,156,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 160 is not released after line 162.,162,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_7,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,160,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 164 is not released after line 166.,166,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_2,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,140,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 190 is not released after line 192.,192,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_3,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,144,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 194 is not released after line 196.,196,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_4,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,148,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 198 is not released after line 200.,200,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_5,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,152,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 202 is not released after line 204.,204,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_6,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,156,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 206 is not released after line 208.,208,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_7,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,160,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 210 is not released after line 212.,212,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_0,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,157,  resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 210 is not released after line 211.,211,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_1,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,156,  resource of type `java.lang.Process` acquired to `process` by call to `exec(...)` at line 209 is not released after line 210.,210,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_0,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,157,  resource of type `java.io.InputStreamReader` acquired by call to `new()` at line 212 is not released after line 213.,213,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_1,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuLog.java,156,  resource of type `java.lang.Process` acquired to `process` by call to `exec(...)` at line 211 is not released after line 212.,212,613515b1dd308b6c9b4e045d8d68c5ea39dac04a,* added driver/buffer size mapping,1444517446.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_2,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,140,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 199 is not released after line 201.,201,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_3,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,144,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 203 is not released after line 205.,205,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_4,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,148,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 207 is not released after line 209.,209,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_5,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,152,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 211 is not released after line 213.,213,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_6,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,156,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 215 is not released after line 217.,217,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/xtensa/podemu_7,repo_subfolder/xtensa/podemu,RESOURCE_LEAK,app/src/main/java/com/rp/podemu/PodEmuMediaStore.java,160,  resource of type `android.database.sqlite.SQLiteCursor` acquired by call to `rawQuery(...)` at line 219 is not released after line 221.,221,bf5c8a8aa77c0281483328b5b148d81f43a3abe2,* several bug fixed and stability improved,1452030878.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/wktk/meiji-wireless-login_0,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/MainActivity.java,48,  resource of type `java.io.PrintWriter` acquired to `writer` by call to `new()` at line 43 is not released after line 48.,48,1460b0f696a4815941ee92754b694d2af0c43387,Add feature of checkbox and for saving,1444079199.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/wktk/meiji-wireless-login_1,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/PreferencesManager.java,28,  resource of type `java.io.InputStreamReader` acquired by call to `InputStreamReader(...)` at line 26 is not released after line 28.,28,498e72e2922d378820ee83269fb4d0ebb4e35a15,Implement PreferencesManager,1444082553.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/wktk/meiji-wireless-login_2,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/PreferencesManager.java,29,  resource of type `java.io.InputStreamReader` acquired by call to `InputStreamReader(...)` at line 26 is not released after line 29.,29,498e72e2922d378820ee83269fb4d0ebb4e35a15,Implement PreferencesManager,1444082553.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/wktk/meiji-wireless-login_3,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/PreferencesManager.java,48,  resource of type `java.io.PrintWriter` acquired to `writer` by call to `new()` at line 45 is not released after line 48.,48,498e72e2922d378820ee83269fb4d0ebb4e35a15,Implement PreferencesManager,1444082553.0,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,END_COMMIT_ID,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP
repo_subfolder/wktk/meiji-wireless-login_0,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/MainActivity.java,48,  resource of type `java.io.PrintWriter` acquired to `writer` by call to `new()` at line 43 is not released after line 48.,48,1460b0f696a4815941ee92754b694d2af0c43387,Add feature of checkbox and for saving,1444079199.0,Cosmetic changes,1444081021.0,dd55e1f2c7880b53657e741cf5c6c78d5e6134be,498e72e2922d378820ee83269fb4d0ebb4e35a15,Implement PreferencesManager,1444082553.0
repo_subfolder/wktk/meiji-wireless-login_3,repo_subfolder/wktk/meiji-wireless-login,RESOURCE_LEAK,app/src/main/java/jp/wktk/meijiwirelesslogin/PreferencesManager.java,48,  resource of type `java.io.PrintWriter` acquired to `writer` by call to `new()` at line 45 is not released after line 48.,48,498e72e2922d378820ee83269fb4d0ebb4e35a15,Implement PreferencesManager,1444082553.0,Remove redundant code,1444123977.0,77cc3b0fbfe68c32c201225ec02ac15b508313dc,2ff6458aa30e2f9f31799508354d67fb38934b0d,Use SharedPreferences to store credentials,1444227707.0
